id,tc_name,sc_name
19598,精礦十字鎬,精矿鹤嘴锄
19599,百草手斧,百草手斧
19600,漁採釣竿,渔采钓竿
19601,阿拉米格手鋸,阿拉米格手锯
19602,阿拉米格橫頭錘,阿拉米格横头锤
19603,阿拉米格圓頭錘,阿拉米格圆头锤
19604,阿拉米格工藝錘,阿拉米格工艺锤
19605,阿拉米格圓革刀,阿拉米格圆革刀
19606,阿拉米格縫針,阿拉米格缝针
19607,阿拉米格蒸餾器,阿拉米格蒸馏器
19608,阿拉米格煎鍋,阿拉米格煎锅
19609,阿拉米格十字鎬,阿拉米格鹤嘴锄
19610,阿拉米格手斧,阿拉米格手斧
19611,阿拉米格釣竿,阿拉米格钓竿
19612,赤麻巧匠包頭巾,赤麻巧匠包头巾
19613,赤麻巧匠工作服,赤麻巧匠工作服
19614,迦迦納怪鳥革半指手套,迦迦纳怪鸟革半指手套
19615,赤麻短裙,赤麻短裙
19616,迦迦納怪鳥革皮靴,迦迦纳怪鸟革皮靴
19617,迦迦納怪鳥革翻邊帽,迦迦纳怪鸟革翻边帽
19618,迦迦納怪鳥革坎肩,迦迦纳怪鸟革坎肩
19619,迦迦納怪鳥革手套,迦迦纳怪鸟革手套
19620,赤麻大地軟甲褲,赤麻大地软甲裤
19621,迦迦納怪鳥革流蘇靴,迦迦纳怪鸟革流苏靴
19622,紅玉棉布無簷帽,红玉棉布无檐帽
19623,紅玉棉布短上衣,红玉棉布短上衣
19624,牛鬼革巧匠手套,牛鬼革巧匠手套
19625,紅玉棉布打底褲,红玉棉布打底裤
19626,牛鬼革皮靴,牛鬼革皮靴
19627,牛鬼革寬邊帽,牛鬼革宽边帽
19628,牛鬼革短衣,牛鬼革短衣
19629,牛鬼革大地手套,牛鬼革大地手套
19630,牛鬼革皮套褲,牛鬼革皮套裤
19631,牛鬼革大地筒靴,牛鬼革大地筒靴
19632,葛布巧匠無簷帽,葛布巧匠无檐帽
19633,葛布巧匠長袍,葛布巧匠长袍
19634,翠銀手甲,翠银手甲
19635,葛布巧匠及膝褲,葛布巧匠及膝裤
19636,猛虎革巧匠筒靴,猛虎革巧匠筒靴
19637,猛虎革大地無簷帽,猛虎革大地无檐帽
19638,葛布大地外套,葛布大地外套
19639,猛虎革大地半指護手,猛虎革大地半指护手
19640,葛布大地及膝褲,葛布大地及膝裤
19641,猛虎革大地筒靴,猛虎革大地筒靴
19642,嗶嘰巧匠包頭巾,哔叽巧匠包头巾
19643,魔象革巧匠短外套,魔象革巧匠短外套
19644,魔象革巧匠手套,魔象革巧匠手套
19645,嗶嘰巧匠垮褲,哔叽巧匠垮裤
19646,魔象革巧匠尖頭鞋,魔象革巧匠尖头鞋
19647,嗶嘰大地包頭巾,哔叽大地包头巾
19648,魔象革大地短外套,魔象革大地短外套
19649,魔象革大地手套,魔象革大地手套
19650,嗶嘰大地垮褲,哔叽大地垮裤
19651,魔象革大地尖頭鞋,魔象革大地尖头鞋
19652,嗶嘰針織帽,哔叽针织帽
19653,玉綢背帶襯衫,玉绸背带衬衫
19654,瞪羚革巧匠手套,瞪羚革巧匠手套
19655,玉綢七分褲,玉绸七分裤
19656,瞪羚革皮靴,瞪羚革皮靴
19657,嗶嘰兜帽,哔叽兜帽
19658,嗶嘰斗篷,哔叽斗篷
19659,嗶嘰工作手套,哔叽工作手套
19660,玉綢大地長褲,玉绸大地长裤
19661,瞪羚革毛邊靴,瞪羚革毛边靴
19662,仙木皮帽,仙木皮帽
19663,仙木長袍,仙木长袍
19664,仙木手套,仙木手套
19665,仙木工作褲,仙木工作裤
19666,仙木靴,仙木靴
19667,聖鐵頭巾,圣铁头巾
19668,聖鐵圍裙,圣铁围裙
19669,聖鐵手套,圣铁手套
19670,聖鐵工作褲,圣铁工作裤
19671,聖鐵靴,圣铁靴
19672,玄甲面罩,玄甲面罩
19673,玄甲圍裙,玄甲围裙
19674,玄甲手套,玄甲手套
19675,玄甲工作褲,玄甲工作裤
19676,玄甲靴,玄甲靴
19677,鎏金包頭巾,鎏金包头巾
19678,鎏金長袍,鎏金长袍
19679,鎏金手套,鎏金手套
19680,鎏金工作褲,鎏金工作裤
19681,鎏金靴,鎏金靴
19682,韋革頭巾,韦革头巾
19683,韋革短衣,韦革短衣
19684,韋革手套,韦革手套
19685,韋革長褲,韦革长裤
19686,韋革長靴,韦革长靴
19687,綺衣皮帽,绮衣皮帽
19688,綺衣夾克,绮衣夹克
19689,綺衣手套,绮衣手套
19690,綺衣工作褲,绮衣工作裤
19691,綺衣靴,绮衣靴
19692,煉師帽,炼师帽
19693,煉師長袍,炼师长袍
19694,煉師禮服手套,炼师礼服手套
19695,煉師工作褲,炼师工作裤
19696,煉師靴,炼师靴
19697,烹炙廚帽,烹炙厨帽
19698,烹炙圍裙,烹炙围裙
19699,烹炙連指手套,烹炙连指手套
19700,烹炙軟甲褲,烹炙软甲裤
19701,烹炙皮鞋,烹炙皮鞋
19702,精礦頭燈帽,精矿头灯帽
19703,精礦工作衫,精矿工作衫
19704,精礦工作手套,精矿工作手套
19705,精礦工作褲,精矿工作裤
19706,精礦工作靴,精矿工作靴
19707,百草帽,百草帽
19708,百草襯衫,百草衬衫
19709,百草手套,百草手套
19710,百草工作褲,百草工作裤
19711,百草靴,百草靴
19712,漁採頭巾,渔采头巾
19713,漁採工作坎肩,渔采工作坎肩
19714,漁採半指護手,渔采半指护手
19715,漁採五分褲,渔采五分裤
19716,漁採涼鞋,渔采凉鞋
19717,阿拉米格巧匠包頭巾,阿拉米格巧匠包头巾
19718,阿拉米格巧匠工作坎肩,阿拉米格巧匠工作坎肩
19719,阿拉米格巧匠手套,阿拉米格巧匠手套
19720,阿拉米格巧匠打底褲,阿拉米格巧匠打底裤
19721,阿拉米格巧匠皮鞋,阿拉米格巧匠皮鞋
19722,阿拉米格大地包頭巾,阿拉米格大地包头巾
19723,阿拉米格大地外套,阿拉米格大地外套
19724,阿拉米格大地手套,阿拉米格大地手套
19725,阿拉米格大地打底褲,阿拉米格大地打底裤
19726,阿拉米格大地皮鞋,阿拉米格大地皮鞋
19727,紅玉棉布圍裙,红玉棉布围裙
19728,落葉松耳墜,落叶松耳坠
19729,落葉松項鍊,落叶松项链
19730,落葉松手鏈,落叶松手链
19731,落葉松戒指,落叶松戒指
19732,迦迦納怪鳥革大地腰帶,迦迦纳怪鸟革大地腰带
19733,牛鬼革耳墜,牛鬼革耳坠
19734,牛鬼革項環,牛鬼革项环
19735,牛鬼革手環,牛鬼革手环
19736,牛鬼革指環,牛鬼革指环
19737,嗶嘰圍裙,哔叽围裙
19738,柿木耳墜,柿木耳坠
19739,柿木項鍊,柿木项链
19740,柿木手鏈,柿木手链
19741,柿木戒指,柿木戒指
19742,猛虎革大地腰帶,猛虎革大地腰带
19743,魔象革耳墜,魔象革耳坠
19744,魔象革項環,魔象革项环
19745,魔象革手環,魔象革手环
19746,魔象革指環,魔象革指环
19747,玉綢圍裙,玉绸围裙
19748,櫸木耳墜,榉木耳坠
19749,櫸木項鍊,榉木项链
19750,櫸木手鏈,榉木手链
19751,櫸木戒指,榉木戒指
19752,瞪羚革大地腰帶,瞪羚革大地腰带
19753,瞪羚革耳墜,瞪羚革耳坠
19754,瞪羚革項環,瞪羚革项环
19755,瞪羚革手環,瞪羚革手环
19756,瞪羚革指環,瞪羚革指环
19757,華美型阿拉米格巧匠包頭巾,华美型阿拉米格巧匠包头巾
19758,華美型阿拉米格巧匠工作坎肩,华美型阿拉米格巧匠工作坎肩
19759,華美型阿拉米格巧匠手套,华美型阿拉米格巧匠手套
19760,華美型阿拉米格巧匠打底褲,华美型阿拉米格巧匠打底裤
19761,華美型阿拉米格巧匠皮鞋,华美型阿拉米格巧匠皮鞋
19762,華美型阿拉米格大地包頭巾,华美型阿拉米格大地包头巾
19763,華美型阿拉米格大地外套,华美型阿拉米格大地外套
19764,華美型阿拉米格大地手套,华美型阿拉米格大地手套
19765,華美型阿拉米格大地打底褲,华美型阿拉米格大地打底裤
19766,華美型阿拉米格大地皮鞋,华美型阿拉米格大地皮鞋
19767,小型卡邦庫爾外牆,小型宝石兽外墙
19768,中型卡邦庫爾外牆,中型宝石兽外墙
19769,大型卡邦庫爾外牆,大型宝石兽外墙
19770,深層傳送魔紋的地圖,深层传送魔纹的地图
19771,須佐之男直劍,须佐之男直剑
19772,須佐之男鐵甲,须佐之男铁甲
19773,須佐之男戰斧,须佐之男战斧
19774,須佐之男長矛,须佐之男长矛
19775,須佐之男大弓,须佐之男大弓
19776,須佐之男苦無,须佐之男苦无
19777,須佐之男大劍,须佐之男大剑
19778,須佐之男短銃,须佐之男短铳
19779,須佐之男錫杖,须佐之男锡杖
19780,須佐之男咒杖,须佐之男咒杖
19781,須佐之男經典,须佐之男经典
19782,須佐之男文書,须佐之男文书
19783,須佐之男干支,须佐之男干支
19784,須佐之男太刀,须佐之男太刀
19785,須佐之男細劍,须佐之男细剑
19786,須佐之男之盾,须佐之男之盾
19787,吉祥禦敵耳墜,吉祥御敌耳坠
19788,吉祥強攻耳墜,吉祥强攻耳坠
19789,吉祥精準耳墜,吉祥精准耳坠
19790,吉祥治癒耳墜,吉祥治愈耳坠
19791,吉祥詠咒耳墜,吉祥咏咒耳坠
19792,吉祥禦敵項環,吉祥御敌项环
19793,吉祥強攻項環,吉祥强攻项环
19794,吉祥精準項環,吉祥精准项环
19795,吉祥治癒項環,吉祥治愈项环
19796,吉祥詠咒項環,吉祥咏咒项环
19797,吉祥禦敵手環,吉祥御敌手环
19798,吉祥強攻手環,吉祥强攻手环
19799,吉祥精準手環,吉祥精准手环
19800,吉祥治癒手環,吉祥治愈手环
19801,吉祥詠咒手環,吉祥咏咒手环
19802,吉祥禦敵戒指,吉祥御敌戒指
19803,吉祥強攻戒指,吉祥强攻戒指
19804,吉祥精準戒指,吉祥精准戒指
19805,吉祥治癒戒指,吉祥治愈戒指
19806,吉祥詠咒戒指,吉祥咏咒戒指
19807,多瑪茶,多玛茶
19808,枇杷果飲,枇杷果饮
19809,蕎麥茶,荞麦茶
19810,草原奶茶,草原奶茶
19811,果仁蜜餅,果仁蜜饼
19812,糖煮水果果凍,糖煮水果果冻
19813,柿子布丁,柿子布丁
19814,散壽司,散寿司
19815,柿葉壽司,柿叶寿司
19816,山芋泥蕎麥麵,山芋泥荞麦面
19817,牛肉串,牛肉串
19818,燉豬肉,炖猪肉
19819,長頸駱肉乾,长颈骆肉干
19820,芙蓉蟹,芙蓉蟹
19821,鬼殼燒,鬼壳烧
19822,烤海螺,烤海螺
19823,燉黃尾鰤魚頭,炖黄尾鰤鱼头
19824,清蒸赤點石斑魚,清蒸赤点石斑鱼
19825,澆汁菜蛙,浇汁菜蛙
19826,天婦羅拼盤,天妇罗拼盘
19827,燉河鯛,炖河鲷
19828,鹽烤石楠嘉魚,盐烤石楠嘉鱼
19829,味噌田樂,味噌田乐
19830,長頸駱焗菜,长颈骆焗菜
19831,筑前煮,煮杂菜
19832,根菜沙拉,根菜沙拉
19833,油炸蟹肉餅,油炸蟹肉饼
19834,豆腐味噌汁,豆腐味噌汁
19835,魚汁,鱼汁
19836,豬肉醬湯,猪肉酱汤
19837,暮暉牛肉湯,暮晖牛肉汤
19838,蕎麥糊,荞麦糊
19839,遊牧民風味肉餅,游牧民风味肉饼
19840,茶餅,茶饼
19841,高原小麥粉,高原小麦粉
19842,木棉豆腐,木棉豆腐
19843,米醋,米醋
19844,甜菜糖,甜菜糖
19845,味醂酒,味淋酒
19846,棉籽油,棉籽油
19847,鹽鹵,盐卤
19848,海藻鹽,海藻盐
19849,粳米,粳米
19850,蕎麥果實,荞麦果实
19851,枇杷,枇杷
19852,奧薩德梅,奥萨德梅
19853,葛根,葛根
19854,多瑪茄子,多玛茄子
19855,白蘿蔔,白萝卜
19856,甜菜,甜菜
19857,長頸駱薑,长颈骆姜
19858,基拉巴尼亞胡蘿蔔,基拉巴尼亚胡萝卜
19859,綠韭蔥,绿韭葱
19860,竹筍,竹笋
19861,山芋,山芋
19862,大豆,大豆
19863,香菇,香菇
19864,孜然,孜然
19865,蓮藕,莲藕
19866,日出甘藍,日出甘蓝
19867,甜茴香,甜茴香
19868,高原小麥,高原小麦
19869,柿子,柿子
19870,柿子葉,柿子叶
19871,基拉巴尼亞礦泉水,基拉巴尼亚矿泉水
19872,石間清水,石间清水
19873,犏牛肩肉,犏牛肩肉
19874,紅角犀鳥胸肉,红角犀鸟胸肉
19875,長頸駱肉,长颈骆肉
19876,紅州黑豬肉,红州黑猪肉
19877,迦迦納怪鳥蛋,迦迦纳怪鸟蛋
19878,草原牛奶,草原牛奶
19879,紫菜,紫菜
19880,紅玉海帶,红玉海带
19881,紅玉藻,红玉藻
19882,名匠藥茶,名匠药茶
19883,巨匠藥茶,巨匠药茶
19884,魔匠藥茶,魔匠药茶
19885,強精煉藥,强精炼药
19886,剛力之藥湯,刚力之药汤
19887,巧力之藥湯,巧力之药汤
19888,耐力之藥湯,耐力之药汤
19889,智力之藥湯,智力之药汤
19890,意力之藥湯,意力之药汤
19891,1級剛力之靈水,1级刚力之灵水
19892,1級巧力之靈水,1级巧力之灵水
19893,1級耐力之靈水,1级耐力之灵水
19894,1級智力之靈水,1级智力之灵水
19895,1級意力之靈水,1级意力之灵水
19896,2級剛力之靈水,2级刚力之灵水
19897,2級巧力之靈水,2级巧力之灵水
19898,2級耐力之靈水,2级耐力之灵水
19899,2級智力之靈水,2级智力之灵水
19900,2級意力之靈水,2级意力之灵水
19901,白銅附魔墨水,白铜附魔墨水
19902,翠銀附魔墨水,翠银附魔墨水
19903,鈀金附魔墨水,钯金附魔墨水
19904,植物成長劑7型,植物成长剂7型
19905,植物成長劑8型,植物成长剂8型
19906,甲膠,甲胶
19907,阿拉米格鹽,阿拉米格盐
19908,松脂,松脂
19909,柿漆,柿漆
19910,基拉巴尼亞明礬,基拉巴尼亚明矾
19911,延夏芹,延夏芹
19912,香薺,香荠
19913,鼠曲草,鼠曲草
19914,繁縷,繁缕
19915,稻槎草,稻槎草
19916,風茶葉,风茶叶
19917,神聖羅勒草,神圣罗勒草
19918,祝聖羅勒草,祝圣罗勒草
19919,姆德斯德角,姆德斯德角
19920,瞪羚角,瞪羚角
19921,犏牛角,犏牛角
19922,鱗粉,鳞粉
19923,刺球炸彈的刺,刺球爆弹怪的刺
19924,犀甲蟲甲殼,犀甲虫甲壳
19925,山毛櫸木材,山毛榉木材
19926,落葉松木材,落叶松木材
19927,柿木木材,柿木木材
19928,櫸木木材,榉木木材
19929,榧木木材,榧木木材
19930,山毛櫸原木,山毛榉原木
19931,落葉松原木,落叶松原木
19932,柿木原木,柿木原木
19933,櫸木原木,榉木原木
19934,榧木原木,榧木原木
19935,朱漆,朱漆
19936,山毛櫸樹枝,山毛榉树枝
19937,榧樹枝,榧树枝
19938,白銅塊,白铜块
19939,硬鋼塊,硬钢块
19940,白銅錠,白铜锭
19941,硬鋼錠,硬钢锭
19942,翠銀塊,翠银块
19943,卸鐵錠,卸铁锭
19944,翠銀錠,翠银锭
19945,玉鋼錠,玉钢锭
19946,鈀金塊,钯金块
19947,鉬鋼錠,钼钢锭
19948,鈀金錠,钯金锭
19949,鉻鐵錠,铬铁锭
19950,魔銅沙,魔铜沙
19951,魔銅礦,魔铜矿
19952,翠銀沙,翠银沙
19953,餅鐵礦,饼铁矿
19954,翠銀礦,翠银矿
19955,真沙沙鐵,真沙沙铁
19956,鈀金沙,钯金沙
19957,輝鉬礦,辉钼矿
19958,鈀金礦,钯金矿
19959,鉻鐵礦,铬铁矿
19960,秘製硬化觸媒,秘制硬化触媒
19961,秘製骸炭,秘制骸炭
19962,鋰輝石,锂辉石
19963,藍晶石,蓝晶石
19964,星尖石,星尖石
19965,石青,石青
19966,琅玕,琅玕
19967,薔薇輝石,蔷薇辉石
19968,鋰輝石原石,锂辉石原石
19969,藍晶石原石,蓝晶石原石
19970,星尖石原石,星尖石原石
19971,石青原石,石青原石
19972,琅玕原石,琅玕原石
19973,薔薇輝石原石,蔷薇辉石原石
19974,赤麻布,赤麻布
19975,赤麻線,赤麻线
19976,赤麻,赤麻
19977,紅玉棉布,红玉棉布
19978,紅玉棉線,红玉棉线
19979,紅玉棉,红玉棉
19980,葛布,葛布
19981,葛線,葛线
19982,葛藤,葛藤
19983,草原嗶嘰,草原哔叽
19984,精紡毛紗,精纺毛纱
19985,刺草鬃毛,刺草鬃毛
19986,曼殊師里的毛髮,曼殊师里的毛发
19987,玉綢,玉绸
19988,玉絲,玉丝
19989,玉繭,玉茧
19990,紵布,纻布
19991,苧麻,苎麻
19992,緦布,缌布
19993,迦迦納怪鳥革,迦迦纳怪鸟革
19994,牛鬼革,牛鬼革
19995,猛虎革,猛虎革
19996,魔象革,魔象革
19997,瞪羚革,瞪羚革
19998,真獅鷲革,真狮鹫革
19999,迦迦納怪鳥的粗皮,迦迦纳怪鸟的粗皮
20000,牛鬼的粗皮,牛鬼的粗皮
20001,猛虎的粗皮,猛虎的粗皮
20002,魔象的粗皮,魔象的粗皮
20003,瞪羚的粗皮,瞪羚的粗皮
20004,真獅鷲的粗皮,真狮鹫的粗皮
20005,秘製蠟,秘制蜡
20006,矽藻土,硅藻土
20007,板岩,板岩
20008,板岩磨刀石,板岩磨刀石
20009,黑電氣石,黑碧玺
20010,珍珠岩,珍珠岩
20011,貴榴石,贵榴石
20012,黃土,黄土
20013,夜光靈砂,夜光灵砂
20014,極光靈砂,极光灵砂
20015,悠久靈砂,悠久灵砂
20016,豐饒靈砂,丰饶灵砂
20017,深淵靈砂,深渊灵砂
20018,鰭龍,鳍龙
20019,阿拉米格緞帶魚,阿拉米格缎带鱼
20020,延夏紅眼鱸,延夏红眼鲈
20021,天女魚,天女鱼
20022,扇貝海蛇,扇贝海蛇
20023,紅翅魚,红翅鱼
20024,汗魚,汗鱼
20025,岩鹽鹹魚,岩盐咸鱼
20026,彗星鰷,彗星鲦
20027,無二草魚,无二草鱼
20028,武士魚,武士鱼
20029,金麗魚,金丽鱼
20030,哈克苦魚,哈克苦鱼
20031,亞特鰕虎,亚特虾虎
20032,白姑魚,白姑鱼
20033,谷爬魚,谷爬鱼
20034,大天竺魚,大天竺鱼
20035,白馬,白马
20036,青鯧,青鳉
20037,黑斑花蛇鰻,黑斑花蛇鳗
20038,赤點石斑魚,赤点石斑鱼
20039,鹽盾,盐盾
20040,雕塑家,雕塑家
20041,珍珠眼,珍珠眼
20042,阿巴拉提亞苦魚,阿巴拉提亚苦鱼
20043,白鋼鯊,白钢鲨
20044,塔奧苦魚,塔奥苦鱼
20045,暗縞鰕虎,暗缟虾虎
20046,河紅眼鱸,河红眼鲈
20047,幻象鰱魚,幻象鲢鱼
20048,迎春魚,迎春鱼
20049,頭鐵鱒,头铁鳟
20050,石楠嘉魚,石楠嘉鱼
20051,絹鯉,绢鲤
20052,黃彩魚,黄彩鱼
20053,青彩魚,青彩鱼
20054,花海馬,花海马
20055,破損蟹,破损蟹
20056,基拉巴尼亞鱒,基拉巴尼亚鳟
20057,唾血龍蝦,唾血龙虾
20058,繆恩魚,缪恩鱼
20059,武鬥魚,武斗鱼
20060,電鯰魚,电鲶鱼
20061,非信仰巨骨舌魚,非信仰巨骨舌鱼
20062,寺院鯽魚,寺院鲫鱼
20063,銀貨魚,银币鱼
20064,氣球蛙,气球蛙
20065,燈籠球藻,灯笼球藻
20066,死亡鰍,死亡鳅
20067,夫蟹,夫蟹
20068,婦蝦,妇虾
20069,素面小龍蝦,素面蝲蛄
20070,逆流魚,逆流鱼
20071,阿巴拉提亞火焰蜥蜴,阿巴拉提亚蝾螈
20072,堅鋼多鰭魚,精金多鳍鱼
20073,冥想魚,冥想鱼
20074,裁定魚,裁定鱼
20075,高山骨舌魚,高山骨舌鱼
20076,猛牛口食,猛牛口食
20077,窺視魚,窥视鱼
20078,彎刀魚,弯刀鱼
20079,基迦鱸,基迦鲈
20080,月神恩惠,月神恩惠
20081,洞穴鯧,洞穴鳉
20082,溶骨蝸牛,溶骨蜗牛
20083,落葉魚,落叶鱼
20084,小流星,小流星
20085,傾仰鯰魚,倾仰鲶鱼
20086,涅槃蟹,涅槃蟹
20087,威羅迪納草魚,威罗迪纳草鱼
20088,威羅迪納黑鯉,威罗迪纳黑鲤
20089,拉爾戈落雷,拉尔戈落雷
20090,高地刺魚,高地刺鱼
20091,砂礫魚,砂砾鱼
20092,鯷魚,鳀鱼
20093,琉璃鯡,琉璃鲱
20094,地獄水母,地狱水母
20095,紅玉珊瑚,红玉珊瑚
20096,蒼玉珊瑚,苍玉珊瑚
20097,白骨珊瑚,白骨珊瑚
20098,東洲蝴蝶魚,东洲蝴蝶鱼
20099,魚大夫,鱼大夫
20100,劍旗魚,剑旗鱼
20101,木葉龍,木叶龙
20102,琉璃鰈魚,琉璃鲽鱼
20103,絕鬼鱷,绝鬼鳄
20104,大王烏賊,大王乌贼
20105,毯子章魚,毯子章鱼
20106,滑翔魚,滑翔鱼
20107,刺魨,刺鲀
20108,圓扇貝,圆扇贝
20109,石頭魚,石头鱼
20110,琉璃金槍魚,琉璃金枪鱼
20111,多瑪小龍蝦,多玛蝲蛄
20112,紅玉蝦,红玉虾
20113,虎紋河豚,虎纹河豚
20114,雷遁魚,雷遁鱼
20115,白紙魚,白纸鱼
20116,龍魚,龙鱼
20117,王室鮭,王室鲑
20118,延夏鯉,延夏鲤
20119,東洲巨骨舌魚,东洲巨骨舌鱼
20120,長鬚鯰魚,长须鲶鱼
20121,賞梅魚,赏梅鱼
20122,熊貓蝶尾魚,熊猫蝶尾鱼
20123,多瑪鱒,多玛鳟
20124,多瑪鰻,多玛鳗
20125,黃銅魚,黄铜鱼
20126,東洲鱒,东洲鳟
20127,嘎牙子,嘎牙子
20128,草跳魚,草跳鱼
20129,枯草跳魚,枯草跳鱼
20130,太陽鱸,太阳鲈
20131,青空淚,青空泪
20132,晨曦小龍蝦,晨曦蝲蛄
20133,暮暉小龍蝦,暮晖蝲蛄
20134,弓魚,弓鱼
20135,翡翠河鹿魚,翡翠河鹿鱼
20136,角尊鰍,角尊鳅
20137,野鯉,野鲤
20138,天幕魚,天幕鱼
20139, , 
20140,硬鱗魚,硬鳞鱼
20141,東方刺魚,东方刺鱼
20142,幽靈魚,幽灵鱼
20143,小珀琉喀斯,小珀琉喀斯
20144,旋螺,旋螺
20145,黑箱魨,黑箱鲀
20146,飛魟,飞鳐
20147,王魚,王鱼
20148,雪花蛇鱔,雪花蛇鳝
20149,跳鰕虎,跳虾虎
20150,光鱗魚,光鳞鱼
20151,星點東方魨,星点东方鲀
20152,花鰻鱺,花鳗鲡
20153,寄居蟲,寄居虫
20154,高腳蟹,高脚蟹
20155,海天狗,海天狗
20156,黑頭巾,黑头巾
20157,虎斑鯊,虎斑鲨
20158,骨螺,骨螺
20159,漁魚,渔鱼
20160,奧薩德螺,奥萨德螺
20161,無鬚魚,无须鱼
20162,燭光魚,烛光鱼
20163,絲鰺,丝鲹
20164,狆鰻,狆鳗
20165,海參,海参
20166,鞍帶石斑魚,鞍带石斑鱼
20167,毒鮋,毒鲉
20168,赤備,赤备
20169,黑鰱,黑鲢
20170,古錢貝,古钱贝
20171,食死魚,食死鱼
20172,浪人鰺,浪人鲹
20173,褐石斑魚,褐石斑鱼
20174,蠑螺,蝾螺
20175,紅玉海星,红玉海星
20176,藻屑蟹,藻屑蟹
20177,泥仙人,泥仙人
20178,修仙空棘魚,修仙空棘鱼
20179,白烏賊,白乌贼
20180,類鰺,类鲹
20181,楚蟹,楚蟹
20182,紅眼鱸,红眼鲈
20183,斜方鱊,斜方鱊
20184,半壽魚,半寿鱼
20185,蛇頭魚,蛇头鱼
20186,紅衣,红衣
20187,斑節蝦,斑节虾
20188,天狗團扇,天狗团扇
20189,星輪螺,星轮螺
20190,青魚,青鱼
20191,菜蛙,菜蛙
20192,斬馬魚,斩马鱼
20193,紅鰭,红鳍
20194,月輪,月轮
20195,白骨舌魚,白骨舌鱼
20196,鹽鯊,盐鲨
20197,皇家披風,皇家披风
20198,磯燈籠,矶灯笼
20199,黃尾鰤,黄尾鰤
20200,櫻鮭,樱鲑
20201,溫泉花蟹,温泉花蟹
20202,朵塔兒鮈,朵塔儿鮈
20203,河蜆,河蚬
20204,草鯊,草鲨
20205,颱風蝦,台风虾
20206,岩牡蠣,岩牡蛎
20207,鹽湖膽,盐湖胆
20208,木工蟹,刻木蟹
20209,刺足龍蝦,刺足龙虾
20210,箕作鯊,箕作鲨
20211,多瑪金魚,多玛金鱼
20212,逆龍,逆龙
20213,太陽神使者,太阳神使者
20214,鹽螺,盐螺
20215,白鱘,白鲟
20216,巨型稅官,巨型税官
20217,圓翅燕魚,圆翅燕鱼
20218,河鯛,河鲷
20219,繩魚,绳鱼
20220,飛天魚,飞天鱼
20221,月神使者,月神使者
20222,瞪親刺魚,瞪亲刺鱼
20223,阿巴拉提亞皮皮拉魚,阿巴拉提亚皮皮拉鱼
20224,白鋼泥鰍,白钢泥鳅
20225,象牙鰨,象牙鳎
20226,條石鯛,条石鲷
20227,千牙龍,千牙龙
20228,魚龍,鱼龙
20229,八角魚,八角鱼
20230,方士魚,方士鱼
20231,焰魚,焰鱼
20232,不忠蛇,不忠蛇
20233,永恆眼,永恒眼
20234,名馬魂,名马魂
20235,泛洪金槍魚,泛洪金枪鱼
20236,傭兵蟹,佣兵蟹
20237,不死魚,不死鱼
20238,絲綢翻車魚,丝绸翻车鱼
20239,滄龍,沧龙
20240,九宮幻卡：鯰魚精,九宫幻卡：鲶鱼精
20241,九宮幻卡：甲人,九宫幻卡：甲人
20242,九宮幻卡：阿難陀族,九宫幻卡：阿难陀族
20243,九宮幻卡：梅·娜格,九宫幻卡：梅·娜格
20244,九宮幻卡：琴風,九宫幻卡：琴风
20245,九宮幻卡：長毛象,九宫幻卡：长毛象
20246,九宮幻卡：弗巴德,九宫幻卡：弗巴德
20247,九宮幻卡：須佐之男,九宫幻卡：须佐之男
20248,九宮幻卡：吉祥天女,九宫幻卡：吉祥天女
20249,九宮幻卡：格林瓦特,九宫幻卡：格林瓦特
20250,九宮幻卡：羅生,九宫幻卡：罗生
20251,九宮幻卡：其日娜,九宫幻卡：其日娜
20252,九宮幻卡：瑪格奈,九宫幻卡：玛格奈
20253,九宮幻卡：紗都,九宫幻卡：纱都
20254,九宮幻卡：神龍,九宫幻卡：神龙
20255,九宮幻卡：夜露,九宫幻卡：夜露
20256,九宮幻卡：可露兒·巴爾德西昂,九宫幻卡：可露儿·巴尔德西昂
20257,九宮幻卡：莉瑟,九宫幻卡：莉瑟
20258,九宮幻卡：芝諾斯·耶·加爾烏斯,九宫幻卡：芝诺斯·耶·加尔乌斯
20259,九宮幻卡：飛燕,九宫幻卡：飞燕
20260,傳承錄的一類交換票據,传承录的一类交换票据
20261,紅色雛菊頭花,红色雏菊头花
20262,藍色雛菊頭花,蓝色雏菊头花
20263,黃色雛菊頭花,黄色雏菊头花
20264,綠色雛菊頭花,绿色雏菊头花
20265,橙色雛菊頭花,橙色雏菊头花
20266,紫色雛菊頭花,紫色雏菊头花
20267,白色雛菊頭花,白色雏菊头花
20268,黑色雛菊頭花,黑色雏菊头花
20269,混色雛菊頭花,混色雏菊头花
20270,納夏薄絹,纳夏薄绢
20271,拉坦尼葉,拉坦尼叶
20272,道士布,道士布
20273,納夏鞣革,纳夏鞣革
20274, , 
20275,俠義裝備箱（品級290）,侠义装备箱（品级290）
20276,和平裝備箱（品級290）,和平装备箱（品级290）
20277,殘暴裝備箱（品級290）,残暴装备箱（品级290）
20278,述事裝備箱（品級290）,述事装备箱（品级290）
20279,七天裝備箱（品級290）,七天装备箱（品级290）
20280,七獄裝備箱（品級290）,七狱装备箱（品级290）
20281,通靈裝備箱（品級290）,通灵装备箱（品级290）
